brand,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Hyundai,2,21280,Dealer,Diesel,Manual,23.7,1396,88.76,5,900000
Honda,7,125000,Individual,Diesel,Manual,25.8,1498,98.6,5,290000
Maruti,2,20000,Individual,Petrol,Manual,19.01,1462,103.2,6,1000000
Maruti,8,67370,Dealer,CNG,Manual,26.6,998,58.16,5,270000
Maruti,2,1200,Individual,Petrol,Manual,22.05,796,47.3,5,350000
Renault,4,50000,Individual,Diesel,Manual,19.87,1461,83.8,5,750000
Honda,2,13620,Dealer,Petrol,Manual,17.14,1497,117.6,5,1350000
Maruti,5,29000,Dealer,Petrol,Manual,20.51,998,67.04,5,365000
Maruti,4,44046,Dealer,Diesel,Manual,28.09,1248,88.5,5,800000
Datsun,4,23142,Dealer,Petrol,Manual,19.83,1198,67,5,360000
Maruti,4,10000,Individual,Petrol,Manual,23.95,998,67.1,5,340000
Skoda,4,10000,Dealer,Petrol,Automatic,14.3,1598,103.52,5,1120000
Datsun,2,10000,Individual,Petrol,Manual,22.7,799,53.64,5,260000
Volkswagen,5,20000,Dealer,Petrol,Manual,16.2,1199,74,5,550000
Renault,8,80000,Dealer,Diesel,Manual,19.87,1461,83.8,5,450000
Maruti,1,5000,Individual,Petrol,Manual,22.05,796,47.3,5,350000
Hyundai,6,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,470000
Maruti,2,12955,Individual,Petrol,Manual,23.95,998,67.1,5,375000
Hyundai,5,110000,Individual,Diesel,Manual,24,1120,70,5,480000
Maruti,2,7000,Individual,Petrol,Manual,23.1,998,67.04,5,510000
Toyota,4,100000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1575000
Mahindra,8,280000,Individual,Diesel,Manual,15.96,2523,63,9,500000
Hyundai,4,29000,Dealer,Petrol,Manual,18.9,1197,81.86,5,521000
Audi,11,67000,Dealer,Petrol,Automatic,10.8,1984,132,5,845000
Hyundai,4,54000,Dealer,Petrol,Manual,15.29,1591,121.3,5,999000
Toyota,4,94926,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2900000
Honda,5,39993,Dealer,Petrol,Manual,18.6,1199,88.76,5,465000
Hyundai,9,36834,Dealer,Petrol,Manual,20.36,1197,78.9,5,365000
Maruti,3,17000,Dealer,Petrol,Manual,21.4,1197,83.1,5,625000
Honda,3,19000,Dealer,Petrol,Automatic,18,1497,117.6,5,1150000
Maruti,9,84000,Dealer,Petrol,Manual,18.6,1197,85.8,5,385000
Audi,5,16000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,3300000
Maruti,4,5388,Individual,Petrol,Manual,20.51,998,67.04,5,409000
Toyota,6,57900,Dealer,Diesel,Manual,12.99,2494,100,7,900000
Mahindra,9,147000,Individual,Diesel,Manual,14,2523,75,8,500000
BMW,8,83000,Dealer,Diesel,Automatic,18.88,1995,184,5,1155000
Maruti,3,56000,Dealer,Petrol,Manual,22,1197,81.8,5,575000
Mercedes-Benz,5,28594,Dealer,Petrol,Automatic,14.74,1991,184,5,2800000
Maruti,4,95079,Dealer,Diesel,Manual,25.2,1248,74,5,610000
Maruti,5,62000,Dealer,Petrol,Manual,19,1197,85.8,5,450000
Jeep,3,4000,Dealer,Diesel,Manual,17.1,1956,170,5,1750000
Honda,11,65000,Dealer,Petrol,Manual,17,1497,118,5,295000
Honda,2,13989,Dealer,Petrol,Automatic,16.5,1799,139.46,5,2150000
Honda,9,58000,Dealer,Petrol,Manual,17,1497,118,5,575000
Renault,4,11000,Dealer,Petrol,Automatic,24.04,999,67,5,400000
Hyundai,2,20000,Individual,Petrol,Manual,17.19,1197,81.86,5,700000
Mahindra,8,60000,Individual,Diesel,Manual,15.1,2179,140,7,600000
Hyundai,7,165000,Individual,Diesel,Manual,24,1120,70,5,416000
Honda,3,12000,Dealer,Petrol,Manual,17.8,1198,86.7,5,625000
Mahindra,5,80000,Individual,Diesel,Manual,16,2179,140,7,1090000
Hyundai,7,40000,Dealer,Petrol,Automatic,15,1396,98.6,5,540000
Maruti,3,15000,Individual,Petrol,Manual,20.89,1197,81.8,5,550000
Hyundai,3,4000,Dealer,Petrol,Automatic,18.6,1368,98.63,5,790000
Honda,11,78000,Dealer,Petrol,Manual,17,1497,118,5,340000
Toyota,9,60000,Individual,Diesel,Manual,13,2982,168.5,7,1260000
Renault,6,60000,Dealer,Petrol,Manual,23.01,999,67,5,315000
Maruti,7,68000,Individual,Petrol,Manual,20.51,998,67.04,5,250000
Maruti,4,95000,Individual,Petrol,Automatic,17.03,1373,91.1,7,600000
Land Rover,9,66000,Dealer,Diesel,Automatic,12.35,2179,187.74,5,1450000
Honda,6,64000,Individual,Petrol,Manual,18.7,1199,88.7,5,570000
BMW,5,35000,Individual,Diesel,Automatic,18.12,1995,190,5,3750000
Maruti,2,15000,Individual,Petrol,Automatic,21.4,1197,83.1,5,770000
Renault,6,25000,Individual,Petrol,Manual,13.24,1598,102.57,5,450000
Jeep,3,25000,Dealer,Petrol,Automatic,16,1368,160,5,1700000
Hyundai,8,60343,Dealer,LPG,Manual,19,1086,68.1,5,403000
Ford,2,14000,Dealer,Petrol,Automatic,14.7,1496,120.69,5,980000
Hyundai,4,50000,Individual,Diesel,Manual,19.67,1582,126.2,5,1200000
Maruti,5,110000,Individual,Diesel,Manual,28.09,1248,88.5,5,550000
Renault,7,77000,Dealer,Diesel,Manual,20.45,1461,83.8,5,450000
Mercedes-Benz,6,25000,Dealer,Diesel,Automatic,13.5,2987,254.79,5,5700000
Hyundai,9,74508,Dealer,Diesel,Manual,22.54,1396,88.73,5,435000
Mercedes-Benz,7,87360,Dealer,Diesel,Automatic,14.84,2143,170,5,1165000
Honda,4,59934,Dealer,Diesel,Manual,25.5,1498,98.6,5,850000
Maruti,10,79345,Dealer,Petrol,Manual,15.37,1196,73,7,235000
Maruti,5,56829,Dealer,Diesel,Manual,20.77,1248,88.8,7,895000
Audi,6,70000,Dealer,Diesel,Automatic,12.07,2967,241.4,7,2900000
Maruti,5,120000,Individual,CNG,Manual,19,1197,85.8,5,325000
Hyundai,4,33000,Dealer,Petrol,Manual,15.8,1591,121.3,5,1140000
Ford,6,32000,Dealer,Diesel,Manual,22.77,1498,98.59,5,575000
Renault,7,75000,Dealer,Diesel,Manual,20.45,1461,83.8,5,565000
Toyota,2,45000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,3300000
Tata,3,2500,Dealer,Petrol,Automatic,23.84,1199,84,5,495000
Toyota,10,87645,Dealer,Diesel,Manual,11.5,2982,171,7,1050000
Hyundai,2,26000,Dealer,Petrol,Automatic,18.15,998,118.35,5,1095000
Hyundai,9,56468,Dealer,Petrol,Manual,20.36,1197,78.9,5,268000
Audi,8,59654,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1449000
Ford,8,62256,Dealer,Diesel,Manual,20,1399,68.05,5,300000
Maruti,9,28000,Dealer,Petrol,Manual,20.92,998,67.1,5,225000
Maruti,4,15659,Trustmark Dealer,Petrol,Manual,21.21,1197,81.8,5,625000
Maruti,6,19010,Dealer,Petrol,Manual,23.1,998,67.04,5,431000
Hyundai,5,62000,Dealer,Diesel,Automatic,17.6,1582,126.2,5,1050000
Maruti,6,49000,Dealer,CNG,Manual,26.08,1462,91.19,7,650000
Renault,7,64000,Dealer,Diesel,Manual,19.87,1461,83.8,5,395000
Hyundai,6,37924,Dealer,Petrol,Manual,17,1197,80,5,550000
Mahindra,4,100000,Individual,Diesel,Manual,25.32,1198,77,5,450000
BMW,6,70000,Dealer,Diesel,Automatic,15.3,2993,258,5,3500000
Skoda,8,55572,Dealer,Petrol,Automatic,13.7,1798,157.75,5,1065000
Renault,3,30000,Dealer,Petrol,Manual,23.01,999,67,5,410000
BMW,10,90000,Dealer,Diesel,Automatic,13.2,1995,170,5,1175000
Hyundai,8,27562,Dealer,Petrol,Automatic,16.95,1197,78.9,5,360000
Maruti,9,40000,Individual,Petrol,Manual,19.7,796,46.3,5,170000
Ford,9,90000,Individual,Diesel,Manual,20,1399,68,5,280000
Ford,5,80000,Individual,Diesel,Manual,25.83,1498,99,5,400000
Ford,4,11000,Dealer,Petrol,Manual,18.88,999,123.24,5,950000
Hyundai,9,43784,Trustmark Dealer,Petrol,Manual,18.5,1197,82.85,5,415000
Skoda,6,45000,Dealer,Diesel,Manual,20.5,1598,103.5,5,400000
Maruti,6,36000,Dealer,CNG,Manual,31.79,998,58.2,5,422000
Honda,6,90000,Individual,Diesel,Manual,25.1,1498,98.6,5,580000
Hyundai,3,20100,Individual,Diesel,Manual,22,1582,126.2,5,850000
Ford,1,3957,Dealer,Petrol,Manual,19,1194,94.68,5,570000
Hyundai,11,99250,Individual,Petrol,Manual,17,1197,80,5,325000
Hyundai,6,53000,Dealer,Petrol,Manual,18.6,1197,81.83,5,599000
Hyundai,6,80000,Individual,Diesel,Manual,21.19,1396,88.73,5,540000
Hyundai,4,70000,Individual,Diesel,Manual,22.54,1396,88.73,5,600000
Skoda,5,20000,Individual,Petrol,Manual,14.12,1798,177.46,5,1500000
Hyundai,13,92000,Dealer,Petrol,Manual,19.81,1086,68.05,5,190000
Kia,1,7000,Dealer,Diesel,Automatic,14.11,2199,197.2,7,3250000
Maruti,5,15000,Dealer,Petrol,Manual,22,1197,81.8,5,657000
Hyundai,5,15000,Individual,Petrol,Manual,18.9,1197,82,5,430000
Mahindra,8,49100,Individual,Diesel,Manual,15.1,2179,140,7,800000
Maruti,1,8001,Dealer,Petrol,Manual,15.37,1196,73,5,425000
Tata,6,150000,Dealer,Diesel,Manual,14.1,2179,148,7,650000
Honda,11,54000,Dealer,Petrol,Manual,17.4,1497,117.3,5,375000
Renault,5,40500,Dealer,Petrol,Manual,25.17,799,53.3,5,310000
Renault,3,14000,Individual,Petrol,Manual,23.01,999,67,5,370000
BMW,5,13500,Dealer,Diesel,Automatic,22.69,1995,190,5,2275000
Toyota,8,100000,Dealer,Diesel,Manual,12.55,2982,168.5,7,1250000
Honda,3,31318,Trustmark Dealer,Petrol,Manual,17.8,1497,117.3,5,885000
Renault,5,30000,Dealer,Petrol,Manual,25.17,799,53.3,5,345000
Maruti,6,47000,Dealer,Petrol,Manual,18.9,998,67.1,5,325000
Maruti,5,120000,Individual,Petrol,Manual,20.4,1197,81.8,5,500000
BMW,7,25000,Dealer,Diesel,Automatic,18.88,1995,184,5,1699000
Hyundai,4,41280,Dealer,Petrol,Manual,17,1197,80,5,585000
Datsun,3,10177,Dealer,Petrol,Manual,20.62,1198,67,7,349000
Maruti,2,25000,Individual,CNG,Manual,21.94,1196,61.7,5,370000
Mahindra,9,115000,Dealer,Diesel,Manual,12.05,2179,120,8,615000
Renault,3,40000,Individual,Petrol,Automatic,24.04,999,67,5,300000
Honda,2,9600,Dealer,Petrol,Automatic,17.4,1497,117.6,5,1160000
Maruti,3,43875,Dealer,Petrol,Automatic,21.4,1197,83.1,5,580000
Maruti,11,70000,Dealer,Petrol,Manual,19.7,796,46.3,5,130000
Maruti,4,50000,Individual,Diesel,Manual,27.39,1248,74,5,560000
BMW,10,63000,Dealer,Diesel,Automatic,18.48,1995,177,5,1590000
Maruti,1,1000,Individual,Petrol,Manual,21.21,1197,81.8,5,775000
Maruti,7,54000,Individual,Petrol,Manual,18.6,1197,85.8,5,411000
Skoda,4,50000,Individual,Diesel,Manual,21.13,1498,108.6,5,950000
Mahindra,10,46000,Individual,Diesel,Manual,13.6,2523,63,7,340000
Hyundai,9,38000,Dealer,Petrol,Manual,17.1,1591,121.3,5,440000
Maruti,8,59800,Dealer,Petrol,Manual,22.74,796,47.3,5,250000
Tata,4,25000,Individual,Petrol,Manual,17,1198,108.5,5,900000
BMW,5,55000,Dealer,Diesel,Automatic,20.68,1995,188,5,2050000
Honda,13,122671,Individual,Petrol,Manual,17.7,1497,78,5,140000
Hyundai,10,61000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,260000
Maruti,12,67833,Dealer,Petrol,Manual,19.7,796,46.3,5,175000
Honda,8,64000,Dealer,CNG,Manual,18,1198,86.7,5,349000
Hyundai,5,57000,Dealer,Petrol,Manual,20.36,1197,78.9,5,375000
Datsun,4,42000,Individual,Petrol,Manual,20.63,1198,67.06,5,330000
Toyota,4,27000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1450000
Tata,4,17000,Dealer,Petrol,Manual,17,1198,108.5,5,690000
Datsun,6,56000,Dealer,Petrol,Manual,19.44,1198,67,7,395000
Mahindra,4,11000,Dealer,Diesel,Manual,15.4,1997,120,7,1351000
Honda,12,66000,Dealer,Petrol,Manual,13.5,1799,130,5,275000
Ford,6,100000,Individual,Diesel,Manual,22.77,1498,98.59,5,700000
Honda,5,45000,Dealer,Petrol,Manual,17.8,1198,86.7,5,450000
Jeep,1,6000,Dealer,Diesel,Automatic,17.1,1956,173,5,2750000
Ford,2,8073,Trustmark Dealer,Petrol,Manual,20.4,1194,94.93,5,575000
Renault,9,49083,Dealer,Diesel,Manual,20.45,1461,83.8,5,645000
Honda,4,32440,Individual,Petrol,Manual,17.4,1497,117.6,5,785000
Hyundai,5,60000,Individual,Diesel,Manual,21.19,1396,88.73,5,550000
Renault,3,48353,Dealer,Petrol,Manual,25.17,799,53.3,5,247000
Hyundai,5,48000,Dealer,Diesel,Manual,23.9,1582,126.2,5,650000
Maruti,5,27500,Individual,Petrol,Manual,20.85,1197,83.14,5,500000
Maruti,9,49000,Dealer,Petrol,Manual,21.21,1197,81.8,5,325000
Toyota,7,150000,Dealer,Diesel,Automatic,11.5,2982,169,7,1700000
Honda,6,60000,Dealer,Diesel,Manual,26,1498,98.6,5,595000
Maruti,7,120000,Individual,Diesel,Manual,26.21,1248,88.5,5,580000
Toyota,10,70000,Individual,Diesel,Manual,12.8,2494,102,7,550000
Ford,9,70000,Individual,Diesel,Manual,20,1399,68,5,195000
Maruti,12,35000,Dealer,Diesel,Manual,17.8,1248,75,5,225000
Hyundai,8,57000,Dealer,Diesel,Manual,22.54,1396,88.76,5,450000
Datsun,6,22211,Dealer,Petrol,Manual,19.02,1198,67.05,5,249000
Maruti,5,37485,Dealer,Petrol,Manual,18.9,998,67.1,5,365000
Maruti,10,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,180000
Hyundai,3,40000,Individual,Petrol,Automatic,17.4,1197,81.86,5,790000
Ford,5,41500,Dealer,Petrol,Automatic,15.63,1499,110.4,5,649000
Hyundai,10,75000,Dealer,Diesel,Automatic,22.32,1582,126.32,5,365000
Volkswagen,7,73000,Dealer,Petrol,Manual,16.47,1198,74,5,445000
Maruti,6,50000,Dealer,Petrol,Automatic,22,1197,81.8,5,450000
Maruti,3,10000,Individual,Petrol,Manual,20.73,1373,91.1,5,875000
Hyundai,6,85000,Dealer,Diesel,Manual,24,1120,70,5,385000
Datsun,5,47000,Dealer,Petrol,Manual,20.71,799,53.64,5,299000
Toyota,14,200000,Individual,Diesel,Manual,12.8,2494,102,7,500000
Hyundai,2,14200,Dealer,Petrol,Manual,17,1591,121.3,5,975000
Audi,7,73000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1750000
Hyundai,2,45000,Dealer,Petrol,Automatic,17,1591,121.3,5,1225000
Honda,7,56000,Individual,Diesel,Manual,25.8,1498,98.6,5,399000
Volkswagen,6,70000,Individual,Diesel,Manual,20.14,1498,88.8,5,425000
Maruti,3,100000,Individual,Petrol,Automatic,23.1,998,67.04,5,450000
Maruti,10,78562,Dealer,Petrol,Manual,18.9,998,67.1,5,260000
BMW,10,89000,Individual,Diesel,Automatic,16.2,2993,258,5,2000000
Volkswagen,6,23569,Dealer,Petrol,Manual,16.2,1199,74,5,425000
Audi,10,110000,Individual,Diesel,Automatic,17.68,1968,174.33,5,1100000
Ford,3,18890,Dealer,Diesel,Manual,23,1498,98.96,5,1025000
Maruti,5,70000,Individual,Diesel,Automatic,26.59,1248,74,5,675000
Toyota,11,120000,Individual,Diesel,Manual,12.8,2494,102,8,650000
Renault,6,74675,Dealer,Petrol,Manual,25.17,799,53.3,5,284000
Mahindra,7,80000,Individual,Diesel,Manual,15.96,2523,63,9,465000
Maruti,7,51000,Dealer,Petrol,Manual,16.02,1373,93.7,7,625000
Maruti,4,28603,Trustmark Dealer,Petrol,Manual,22,1197,81.8,5,565000
Ford,4,65000,Dealer,Diesel,Manual,21.7,1498,98.96,5,650000
Mercedes-Benz,4,41000,Dealer,Diesel,Automatic,16.1,1950,191.7,5,4100000
Ford,11,104433,Dealer,Petrol,Manual,15.6,1196,70,5,285000
Maruti,3,93550,Dealer,Diesel,Automatic,24.3,1248,88.5,5,875000
BMW,6,28000,Dealer,Diesel,Automatic,14.69,2993,258,5,3900000
Hyundai,9,80000,Individual,Diesel,Manual,21.9,1396,88.76,5,300000
Honda,4,22001,Dealer,Petrol,Manual,17.4,1497,117.6,5,775000
Maruti,3,31000,Dealer,Petrol,Manual,20.65,1462,103.25,5,799000
Maruti,5,90000,Individual,Diesel,Manual,24.52,1248,88.5,7,550000
Hyundai,9,58500,Dealer,Petrol,Automatic,16.95,1197,78.9,5,325000
Mahindra,2,30000,Individual,Petrol,Manual,17,1197,108.6,5,900000
Ford,4,19300,Dealer,Petrol,Manual,18.16,1196,86.8,5,567000
BMW,7,38000,Dealer,Diesel,Automatic,18.84,1995,184,5,2075000
Maruti,3,5000,Individual,Petrol,Manual,24.7,796,47.3,5,300000
Hyundai,7,47000,Dealer,Diesel,Automatic,22.32,1582,126.32,5,545000
Renault,2,13931,Dealer,Petrol,Manual,20.71,799,53.26,5,345000
Hyundai,6,42000,Dealer,Petrol,Manual,18.6,1197,81.83,5,585000
Renault,6,58000,Dealer,Diesel,Manual,20.45,1461,83.8,5,490000
Ford,5,43000,Dealer,Petrol,Automatic,15.63,1499,110.4,5,750000
Hyundai,3,32000,Individual,Petrol,Manual,18.6,1197,81.83,5,650000
Hyundai,10,78000,Dealer,Diesel,Manual,23,1396,90,5,325000
Hyundai,6,109555,Dealer,Diesel,Manual,22.54,1396,88.73,5,655000
Mahindra,5,40000,Individual,Diesel,Automatic,16,1997,140,7,1100000
Jaguar,6,90000,Individual,Diesel,Automatic,16.36,2179,187.7,5,2500000
Maruti,4,51234,Dealer,Petrol,Manual,20.4,1197,81.8,5,445000
Volkswagen,5,24000,Dealer,Petrol,Automatic,17.2,1197,103.6,5,700000
Hyundai,3,20000,Individual,Petrol,Manual,18.9,1197,81.86,5,520000
Hyundai,9,70000,Dealer,Diesel,Manual,21.9,1396,90,5,330000
Hyundai,3,18000,Individual,Petrol,Manual,18.6,1197,81.83,5,650000
Volkswagen,7,80000,Dealer,Petrol,Manual,15.04,1598,103.2,5,470000
Audi,10,65000,Dealer,Diesel,Automatic,11.33,4134,335.2,7,1890000
BMW,4,33000,Individual,Petrol,Automatic,17.61,1998,184,5,2775000
Honda,4,68000,Individual,Petrol,Manual,17.5,1199,88.7,5,750000
Mahindra,4,60000,Dealer,Diesel,Automatic,16,2179,140,7,1250000
Hyundai,6,80000,Individual,Diesel,Manual,24,1120,70,5,415000
Toyota,8,52000,Dealer,Diesel,Manual,12.99,2494,100,7,625000
Honda,13,100000,Individual,Petrol,Manual,17.7,1497,78,5,200000
Toyota,3,65750,Dealer,Diesel,Manual,13.68,2393,147.8,8,1925000
Hyundai,2,25000,Individual,Petrol,Automatic,18.9,1197,81.86,5,570000
Volvo,5,85000,Dealer,Diesel,Automatic,17.2,1969,235,7,4100000
Renault,5,15814,Dealer,Petrol,Manual,25.17,799,53.3,5,340000
Renault,8,58000,Dealer,Diesel,Manual,19.01,1461,108.45,5,415000
Maruti,16,29957,Dealer,Petrol,Manual,18.9,998,67.1,5,150000
Maruti,4,86000,Dealer,Petrol,Manual,18.9,998,67.1,5,410000
Maruti,6,36000,Dealer,Diesel,Manual,23.4,1248,74,5,545000
Mahindra,5,90000,Individual,Diesel,Manual,15.4,2179,120,7,900000
Honda,7,58500,Dealer,Diesel,Manual,25.8,1498,98.6,5,348000
Honda,12,78000,Dealer,Petrol,Automatic,12.9,1799,130,5,265000
Honda,5,42000,Dealer,Petrol,Automatic,17.1,1199,88.51,5,660000
Honda,5,28000,Dealer,Petrol,Automatic,18,1497,117.3,5,850000
Hyundai,4,15000,Dealer,Petrol,Automatic,18.9,1197,82,5,550000
Renault,5,25000,Dealer,Petrol,Manual,25.17,799,53.3,5,275000
Mahindra,4,58500,Dealer,Diesel,Manual,16,2179,140,7,1090000
Hyundai,6,52000,Dealer,Diesel,Manual,21.38,1396,88.7,5,925000
Hyundai,7,82000,Dealer,Petrol,Manual,20.36,1197,78.9,5,385000
Maruti,8,51916,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,295000
Maruti,11,87000,Dealer,Diesel,Manual,19.3,1248,73.9,5,325000
BMW,8,39000,Dealer,Diesel,Automatic,16.09,1995,184,5,2375000
Maruti,4,30000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,690000
Volkswagen,7,85000,Individual,Petrol,Manual,16.47,1198,74,5,290000
Maruti,8,77000,Dealer,CNG,Manual,26.6,998,58.16,5,335000
Hyundai,9,134000,Individual,Diesel,Manual,23,1396,90,5,450000
Renault,9,70000,Individual,Diesel,Manual,19.01,1461,108.45,5,400000
Mahindra,3,70000,Individual,Diesel,Manual,16.36,2179,140,7,1500000
Maruti,3,21000,Dealer,Petrol,Manual,21.01,1197,81.8,5,731000
Maruti,7,120000,Individual,Diesel,Manual,23.4,1248,74,5,440000
Honda,22,70000,Individual,Petrol,Manual,13,1493,100,5,70000
Jaguar,6,49400,Dealer,Diesel,Automatic,19.33,1999,177,5,2700000
Maruti,2,10000,Dealer,Petrol,Automatic,20.28,1462,103.25,5,910000
Volkswagen,8,75000,Dealer,Diesel,Manual,20.54,1598,103.6,5,365000
Maruti,6,90000,Individual,Diesel,Manual,25.2,1248,74,5,460000
Maruti,3,12550,Individual,Petrol,Manual,22,1197,81.8,5,750000
Ford,3,74455,Dealer,Diesel,Manual,23,1498,98.96,5,790000
Honda,5,22000,Dealer,Petrol,Manual,18.7,1199,88.7,5,575000
Volkswagen,2,4000,Dealer,Petrol,Automatic,18.19,1197,103.2,5,1250000
Mahindra,3,40000,Individual,Diesel,Manual,25.32,1198,77,5,680000
Hyundai,5,88000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1249000
Honda,5,65000,Dealer,Petrol,Manual,17.8,1497,117.3,5,700000
Toyota,1,2500,Dealer,Petrol,Automatic,19.56,1197,81.8,5,875000
Maruti,6,25000,Individual,Petrol,Manual,20.4,1197,81.8,5,460000
Datsun,3,5986,Dealer,Petrol,Automatic,22,999,67.05,5,375000
Hyundai,6,31000,Dealer,Diesel,Manual,22.54,1396,88.73,5,480000
MG,2,20000,Dealer,Diesel,Manual,17.41,1956,167.68,5,1750000
Toyota,5,92000,Dealer,Diesel,Manual,12.8,2494,102,7,1150000
Maruti,3,25000,Individual,Petrol,Manual,23.1,998,67.04,5,460000
Maruti,2,90000,Individual,Petrol,Manual,24.7,796,47.3,5,300000
Audi,7,60000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1275000
Volkswagen,6,30171,Dealer,Petrol,Automatic,17.21,1197,103.6,5,690000
Honda,3,20000,Dealer,Petrol,Manual,17.4,1497,117.6,5,1245000
Tata,3,49500,Individual,Petrol,Manual,23.84,1199,84,5,525000
Volkswagen,6,64979,Dealer,Diesel,Manual,20.14,1498,88.8,5,595000
Maruti,10,133592,Dealer,Diesel,Manual,28.4,1248,74,5,360000
Honda,11,75000,Dealer,Petrol,Manual,17,1497,118,5,265000
Hyundai,3,24132,Dealer,Petrol,Manual,20.35,1197,81.86,5,625000
Hyundai,5,70000,Individual,Petrol,Manual,15.29,1591,121.3,5,815000
Toyota,8,95000,Dealer,Diesel,Manual,12.8,2494,102,7,685000
Toyota,11,163876,Dealer,Diesel,Manual,12.8,2494,102,8,675000
Tata,3,36313,Dealer,Petrol,Manual,23.84,1199,84,5,441000
Maruti,6,31000,Dealer,Petrol,Manual,20.4,1197,81.8,5,425000
Volkswagen,10,160000,Individual,Petrol,Manual,15.8,1598,105,5,225000
Hyundai,4,52600,Dealer,Diesel,Automatic,16.38,1995,183,5,1790000
Mahindra,4,17000,Dealer,Petrol,Manual,18.15,1198,82,6,729000
Maruti,9,120000,Individual,Diesel,Manual,20.77,1248,88.76,7,450000
Ford,8,120000,Individual,Diesel,Manual,20,1399,68.1,5,230000
Skoda,9,70000,Individual,Diesel,Manual,20.5,1598,103.5,5,450000
Hyundai,7,81000,Dealer,Diesel,Manual,22.54,1396,88.73,5,475000
Ford,2,40000,Individual,Diesel,Manual,26.1,1498,99.23,5,700000
Renault,5,50000,Individual,Diesel,Manual,19.64,1461,108.45,5,750000
Maruti,3,4000,Dealer,Petrol,Manual,21.4,1197,83.1,5,680000
Maruti,5,56000,Dealer,Diesel,Manual,20.77,1248,88.8,7,825000
Ford,4,15800,Individual,Petrol,Manual,17,1497,121.31,5,785000
Hyundai,12,54000,Dealer,Petrol,Manual,19.81,1086,68.05,5,275000
Ford,6,75001,Dealer,Diesel,Manual,25.83,1498,99,5,450000
Ford,3,28000,Dealer,Diesel,Manual,23,1498,98.96,5,811000
Maruti,4,6808,Dealer,Petrol,Manual,23.95,998,67.05,5,369000
Maruti,7,100000,Individual,Diesel,Manual,23.4,1248,74,5,400000
Mahindra,2,13921,Dealer,Petrol,Manual,17,1197,108.6,5,975000
Hyundai,5,40000,Individual,Petrol,Manual,18.9,1197,82,5,485000
Volkswagen,4,55000,Dealer,Petrol,Manual,16.2,1199,74,5,675000
Hyundai,4,7500,Individual,Petrol,Manual,17.19,1197,81.86,5,660000
Maruti,7,89000,Individual,Diesel,Manual,25.2,1248,74,5,350000
Maruti,4,33072,Dealer,CNG,Manual,26.08,1462,91.19,7,790000
Maruti,6,60000,Dealer,Diesel,Manual,27.39,1248,74,5,675000
BMW,5,85000,Individual,Diesel,Automatic,15.97,2993,258,5,3600000
Maruti,8,60500,Individual,Diesel,Manual,23.4,1248,74,5,450000
Maruti,3,11000,Dealer,Petrol,Automatic,22,1197,81.8,5,650000
Hyundai,6,70000,Dealer,Diesel,Manual,19.67,1582,126.2,5,775000
BMW,5,52890,Dealer,Diesel,Automatic,18.12,1995,190,5,2800000
Mercedes-Benz,4,38000,Dealer,Diesel,Automatic,17.9,2143,170,5,3675000
Hyundai,6,48000,Dealer,Diesel,Manual,19.67,1582,126.2,5,875000
Hyundai,4,25000,Dealer,Diesel,Automatic,22,1582,126.2,5,975000
Maruti,2,15000,Individual,Petrol,Manual,23.1,998,67.04,5,450000
Maruti,9,153000,Dealer,Diesel,Manual,23.4,1248,74,5,380000
Honda,7,68000,Dealer,Diesel,Manual,26,1498,98.6,5,495000
Renault,2,6378,Dealer,Petrol,Manual,23.01,999,67,5,399000
Honda,5,50000,Individual,Petrol,Manual,17.8,1497,117.3,5,660000
Maruti,8,48987,Trustmark Dealer,Petrol,Manual,19.1,1197,85.8,5,370000
Honda,7,49000,Dealer,Petrol,Manual,18,1198,86.7,5,495000
Hyundai,9,70000,Individual,Petrol,Manual,20.36,1197,78.9,5,200000
Hyundai,4,48000,Dealer,Petrol,Manual,17.19,1197,81.86,5,565000
Mahindra,4,60000,Individual,Diesel,Manual,16.36,2179,140,7,1250000
Ford,7,63407,Dealer,Diesel,Manual,20,1399,68.05,5,440000
Mahindra,11,120000,Individual,Diesel,Manual,14,2523,75,7,200000
Hyundai,10,68000,Dealer,Diesel,Manual,23,1396,90,5,325000
Toyota,3,65000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1950000
Maruti,6,68082,Dealer,Diesel,Manual,23.4,1248,74,5,465000
Hyundai,4,20000,Individual,Petrol,Manual,18.9,1197,82,5,615000
Maruti,6,32900,Dealer,Petrol,Manual,20.85,1197,83.14,5,560000
